,Week,Price,Sales,Remaining,foresight,Choice,diff,revenue,perfect,Attempt
11,12,54,204,470,"Your revenue: $114,228, Perfect foresight strategy: $115,596, Difference: 1.2%",1,1.2,114228.0,115596.0,48
12,13,54,175,295,"Your revenue: $114,228, Perfect foresight strategy: $115,596, Difference: 1.2%",1,1.2,114228.0,115596.0,48
13,14,54,164,131,"Your revenue: $114,228, Perfect foresight strategy: $115,596, Difference: 1.2%",1,1.2,114228.0,115596.0,48
14,15,54,131,0,"Your revenue: $114,228, Perfect foresight strategy: $115,596, Difference: 1.2%",1,1.2,114228.0,115596.0,48
0,1,60,66,1934,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",0,0.4,84486.0,84828.0,49
1,2,54,31,1903,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",1,0.4,84486.0,84828.0,49
2,3,48,172,1731,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",2,0.4,84486.0,84828.0,49
3,4,48,109,1622,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",2,0.4,84486.0,84828.0,49
4,5,48,100,1522,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",2,0.4,84486.0,84828.0,49
5,6,48,105,1417,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",2,0.4,84486.0,84828.0,49
6,7,48,102,1315,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",2,0.4,84486.0,84828.0,49
7,8,48,93,1222,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",2,0.4,84486.0,84828.0,49
8,9,48,148,1074,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",2,0.4,84486.0,84828.0,49
9,10,48,108,966,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",2,0.4,84486.0,84828.0,49
10,11,36,216,750,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",3,0.4,84486.0,84828.0,49
11,12,36,174,576,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",3,0.4,84486.0,84828.0,49
12,13,36,156,420,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",3,0.4,84486.0,84828.0,49
13,14,36,206,214,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",3,0.4,84486.0,84828.0,49
14,15,36,189,25,"Your revenue: $84,486, Perfect foresight strategy: $84,828, Difference: 0.4%",3,0.4,84486.0,84828.0,49
0,1,60,141,1859,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
1,2,60,150,1709,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
2,3,60,166,1543,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
3,4,60,206,1337,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
4,5,60,141,1196,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
5,6,60,101,1095,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
6,7,60,150,945,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
7,8,60,152,793,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
8,9,60,108,685,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
9,10,60,119,566,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
10,11,60,161,405,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
11,12,60,136,269,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
12,13,60,141,128,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
13,14,60,128,0,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
14,15,60,0,0,"Your revenue: $120,000, Perfect foresight strategy: $120,000, Difference: 0.0%",0,0.0,120000.0,120000.0,50
0,1,60,110,1890,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",0,4.6,102306.0,107268.0,51
1,2,60,80,1810,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",0,4.6,102306.0,107268.0,51
2,3,60,60,1750,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",0,4.6,102306.0,107268.0,51
3,4,60,110,1640,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",0,4.6,102306.0,107268.0,51
4,5,60,104,1536,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",0,4.6,102306.0,107268.0,51
5,6,54,154,1382,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
6,7,54,109,1273,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
7,8,54,85,1188,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
8,9,54,68,1120,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
9,10,54,149,971,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
10,11,54,153,818,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
11,12,54,148,670,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
12,13,54,214,456,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
13,14,54,118,338,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
14,15,54,181,157,"Your revenue: $102,306, Perfect foresight strategy: $107,268, Difference: 4.6%",1,4.6,102306.0,107268.0,51
0,1,60,80,1920,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",0,2.0,90240.0,92124.0,52
1,2,54,88,1832,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",1,2.0,90240.0,92124.0,52
2,3,48,158,1674,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
3,4,48,160,1514,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
4,5,48,154,1360,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
5,6,48,109,1251,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
6,7,48,169,1082,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
7,8,48,83,999,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
8,9,48,98,901,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
9,10,48,151,750,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
10,11,48,155,595,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
11,12,48,134,461,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
12,13,48,208,253,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
13,14,48,54,199,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
14,15,48,48,151,"Your revenue: $90,240, Perfect foresight strategy: $92,124, Difference: 2.0%",2,2.0,90240.0,92124.0,52
0,1,60,68,1932,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",0,3.0,90000.0,92820.0,53
1,2,54,112,1820,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",1,3.0,90000.0,92820.0,53
2,3,48,124,1696,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
3,4,48,98,1598,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
4,5,48,118,1480,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
5,6,48,157,1323,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
6,7,48,161,1162,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
7,8,48,116,1046,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
8,9,48,167,879,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
9,10,48,137,742,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
10,11,48,118,624,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",2,3.0,90000.0,92820.0,53
11,12,36,156,468,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",3,3.0,90000.0,92820.0,53
12,13,36,221,247,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",3,3.0,90000.0,92820.0,53
13,14,36,247,0,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",3,3.0,90000.0,92820.0,53
14,15,36,0,0,"Your revenue: $90,000, Perfect foresight strategy: $92,820, Difference: 3.0%",3,3.0,90000.0,92820.0,53
0,1,60,95,1905,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",0,2.0,100620.0,102714.0,54
1,2,54,190,1715,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
2,3,54,60,1655,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
3,4,54,115,1540,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
4,5,54,50,1490,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
5,6,54,166,1324,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
6,7,54,85,1239,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
7,8,54,77,1162,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
8,9,54,111,1051,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
9,10,54,131,920,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
10,11,54,195,725,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",1,2.0,100620.0,102714.0,54
11,12,48,170,555,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",2,2.0,100620.0,102714.0,54
12,13,48,81,474,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",2,2.0,100620.0,102714.0,54
13,14,48,193,281,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",2,2.0,100620.0,102714.0,54
14,15,48,206,75,"Your revenue: $100,620, Perfect foresight strategy: $102,714, Difference: 2.0%",2,2.0,100620.0,102714.0,54
0,1,60,55,1945,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",0,0.0,77724.0,77724.0,55
1,2,48,114,1831,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",2,0.0,77724.0,77724.0,55
2,3,48,73,1758,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",2,0.0,77724.0,77724.0,55
3,4,48,75,1683,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",2,0.0,77724.0,77724.0,55
4,5,48,105,1578,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",2,0.0,77724.0,77724.0,55
5,6,36,178,1400,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
6,7,36,203,1197,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
7,8,36,143,1054,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
8,9,36,262,792,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
9,10,36,32,760,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
10,11,36,124,636,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
11,12,36,153,483,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
12,13,36,205,278,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
13,14,36,156,122,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
14,15,36,122,0,"Your revenue: $77,724, Perfect foresight strategy: $77,724, Difference: 0.0%",3,0.0,77724.0,77724.0,55
0,1,60,82,1918,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",0,3.5,89286.0,92568.0,56
1,2,54,80,1838,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",1,3.5,89286.0,92568.0,56
2,3,54,109,1729,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",1,3.5,89286.0,92568.0,56
3,4,48,73,1656,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
4,5,48,145,1511,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
5,6,48,42,1469,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
6,7,48,57,1412,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
7,8,48,123,1289,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
8,9,48,163,1126,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
9,10,48,168,958,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
10,11,48,208,750,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
11,12,48,187,563,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
12,13,48,118,445,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
13,14,48,124,321,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
14,15,48,137,184,"Your revenue: $89,286, Perfect foresight strategy: $92,568, Difference: 3.5%",2,3.5,89286.0,92568.0,56
0,1,60,48,1952,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",0,0.0,63288.0,63288.0,57
1,2,36,147,1805,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
2,3,36,86,1719,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
3,4,36,93,1626,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
4,5,36,116,1510,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
5,6,36,141,1369,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
6,7,36,113,1256,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
7,8,36,111,1145,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
8,9,36,130,1015,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
9,10,36,41,974,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
10,11,36,162,812,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
11,12,36,104,708,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
12,13,36,146,562,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
13,14,36,150,412,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
14,15,36,138,274,"Your revenue: $63,288, Perfect foresight strategy: $63,288, Difference: 0.0%",3,0.0,63288.0,63288.0,57
0,1,60,80,1920,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",0,2.2,97620.0,99828.0,58
1,2,54,110,1810,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",1,2.2,97620.0,99828.0,58
2,3,48,148,1662,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
3,4,48,220,1442,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
4,5,48,127,1315,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
5,6,48,116,1199,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
6,7,48,178,1021,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
7,8,48,74,947,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
8,9,48,153,794,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
9,10,48,125,669,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
10,11,48,105,564,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
11,12,48,194,370,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
12,13,48,222,148,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
13,14,48,78,70,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
14,15,48,70,0,"Your revenue: $97,620, Perfect foresight strategy: $99,828, Difference: 2.2%",2,2.2,97620.0,99828.0,58
0,1,60,81,1919,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",0,2.2,98064.0,100266.0,59
1,2,60,91,1828,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",0,2.2,98064.0,100266.0,59
2,3,48,112,1716,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
3,4,48,154,1562,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
4,5,48,167,1395,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
5,6,48,137,1258,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
6,7,48,119,1139,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
7,8,48,70,1069,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
8,9,48,130,939,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
9,10,48,147,792,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
10,11,48,199,593,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
11,12,48,194,399,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
12,13,48,161,238,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
13,14,48,191,47,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
14,15,48,47,0,"Your revenue: $98,064, Perfect foresight strategy: $100,266, Difference: 2.2%",2,2.2,98064.0,100266.0,59
0,1,60,21,1979,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",0,0.0,32796.0,32796.0,60
1,2,36,23,1956,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
2,3,36,99,1857,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
3,4,36,72,1785,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
4,5,36,62,1723,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
5,6,36,71,1652,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
6,7,36,60,1592,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
7,8,36,75,1517,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
8,9,36,66,1451,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
9,10,36,54,1397,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
10,11,36,46,1351,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
11,12,36,57,1294,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
12,13,36,73,1221,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
13,14,36,53,1168,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
14,15,36,65,1103,"Your revenue: $32,796, Perfect foresight strategy: $32,796, Difference: 0.0%",3,0.0,32796.0,32796.0,60
0,1,60,65,1935,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",0,3.7,76404.0,79356.0,61
1,2,48,133,1802,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
2,3,48,79,1723,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
3,4,48,111,1612,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
4,5,48,66,1546,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
5,6,48,94,1452,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
6,7,48,91,1361,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
7,8,48,38,1323,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
8,9,48,96,1227,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
9,10,48,96,1131,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",2,3.7,76404.0,79356.0,61
10,11,36,96,1035,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",3,3.7,76404.0,79356.0,61
11,12,36,149,886,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",3,3.7,76404.0,79356.0,61
12,13,36,200,686,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",3,3.7,76404.0,79356.0,61
13,14,36,238,448,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",3,3.7,76404.0,79356.0,61
14,15,36,259,189,"Your revenue: $76,404, Perfect foresight strategy: $79,356, Difference: 3.7%",3,3.7,76404.0,79356.0,61
0,1,60,120,1880,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
1,2,60,148,1732,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
2,3,60,148,1584,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
3,4,60,77,1507,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
4,5,60,122,1385,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
5,6,60,123,1262,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
6,7,60,158,1104,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
7,8,60,103,1001,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
8,9,60,143,858,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
9,10,60,109,749,"Your revenue: $115,818, Perfect foresight strategy: $117,468, Difference: 1.4%",0,1.4,115818.0,117468.0,62
